Sum of 8.71,Column Labels,,,,,,,,,,
Row Labels,DO,EC,GRV,MapLocation,ORP,PH,Sal,TDS,Temp,(blank),Grand Total
2017-04-01T23:11:45.455246,,,,,,,1.47,,,,1.47
2017-04-01T23:11:45.455253,,,1.001,,,,,,,,1.001
2017-04-01T23:11:45.455260,,,,0,,,,,,,0
2017-04-01T23:11:57.373085,9.08,,,,,,,,,,9.08
2017-04-01T23:11:57.373120,,,,,,,,,,,
2017-04-01T23:11:57.373133,,,,,,5.968,,,,,5.968
2017-04-01T23:11:57.373143,,2851,,,,,,,,,2851
2017-04-01T23:11:57.373152,,,,,,,,,31.1,,31.1
2017-04-01T23:11:57.373160,,,,,,,,1540,,,1540
2017-04-01T23:11:57.373168,,,,,,,1.47,,,,1.47
2017-04-01T23:11:57.373175,,,1.001,,,,,,,,1.001
2017-04-01T23:11:57.373183,,,,0,,,,,,,0
2017-04-01T23:12:09.369120,9.1,,,,,,,,,,9.1
2017-04-01T23:12:09.369150,,,,,,,,,,,
2017-04-01T23:12:09.369163,,,,,,5.971,,,,,5.971
2017-04-01T23:12:09.369172,,2847,,,,,,,,,2847
2017-04-01T23:12:09.369180,,,,,,,,,31.1,,31.1
2017-04-01T23:12:09.369187,,,,,,,,1537,,,1537
2017-04-01T23:12:09.369195,,,,,,,1.47,,,,1.47
2017-04-01T23:12:09.369203,,,1.001,,,,,,,,1.001
2017-04-01T23:12:09.369211,,,,0,,,,,,,0
2017-04-01T23:12:21.598182,9.09,,,,,,,,,,9.09
2017-04-01T23:12:21.598219,,,,,,,,,,,
2017-04-01T23:12:21.598233,,,,,,5.96,,,,,5.96
2017-04-01T23:12:21.598244,,2852,,,,,,,,,2852
2017-04-01T23:12:21.598254,,,,,,,,,30.85,,30.85
2017-04-01T23:12:21.598263,,,,,,,,1540,,,1540
2017-04-01T23:12:21.598272,,,,,,,1.47,,,,1.47
2017-04-01T23:12:21.598281,,,1.001,,,,,,,,1.001
2017-04-01T23:12:21.598290,,,,0,,,,,,,0
2017-04-01T23:12:33.576437,9.14,,,,,,,,,,9.14
2017-04-01T23:12:33.576464,,,,,,,,,,,
2017-04-01T23:12:33.576474,,,,,,5.97,,,,,5.97
2017-04-01T23:12:33.576483,,2851,,,,,,,,,2851
2017-04-01T23:12:33.576491,,,,,,,,,30.85,,30.85
2017-04-01T23:12:33.576497,,,,,,,,1539,,,1539
2017-04-01T23:12:33.576504,,,,,,,1.47,,,,1.47
2017-04-01T23:12:33.576509,,,1.001,,,,,,,,1.001
2017-04-01T23:12:33.576516,,,,0,,,,,,,0
2017-04-01T23:12:45.632401,9.05,,,,,,,,,,9.05
2017-04-01T23:12:45.632429,,,,,,,,,,,
2017-04-01T23:12:45.632439,,,,,,5.964,,,,,5.964
2017-04-01T23:12:45.632448,,2851,,,,,,,,,2851
2017-04-01T23:12:45.632455,,,,,,,,,30.85,,30.85
2017-04-01T23:12:45.632462,,,,,,,,1539,,,1539
2017-04-01T23:12:45.632469,,,,,,,1.47,,,,1.47
2017-04-01T23:12:45.632475,,,1.001,,,,,,,,1.001
2017-04-01T23:12:45.632481,,,,0,,,,,,,0
2017-04-01T23:12:57.972491,9.02,,,,,,,,,,9.02
2017-04-01T23:12:57.972526,,,,,,,,,,,
2017-04-01T23:12:57.972540,,,,,,5.966,,,,,5.966
2017-04-01T23:12:57.972553,,2851,,,,,,,,,2851
2017-04-01T23:12:57.972576,,,,,,,,,31.1,,31.1
2017-04-01T23:12:57.972586,,,,,,,,1540,,,1540
2017-04-01T23:12:57.972595,,,,,,,1.47,,,,1.47
2017-04-01T23:12:57.972603,,,1.001,,,,,,,,1.001
2017-04-01T23:12:57.972611,,,,0,,,,,,,0
2017-04-01T23:13:09.995305,9.02,,,,,,,,,,9.02
2017-04-01T23:13:09.995336,,,,,,,,,,,
2017-04-01T23:13:09.995349,,,,,,5.96,,,,,5.96
2017-04-01T23:13:09.995358,,2851,,,,,,,,,2851
2017-04-01T23:13:09.995367,,,,,,,,,31.34,,31.34
2017-04-01T23:13:09.995374,,,,,,,,1540,,,1540
2017-04-01T23:13:09.995383,,,,,,,1.47,,,,1.47
2017-04-01T23:13:09.995391,,,1.001,,,,,,,,1.001
2017-04-01T23:13:09.995399,,,,0,,,,,,,0
2017-04-01T23:13:21.570210,8.96,,,,,,,,,,8.96
2017-04-01T23:13:21.570240,,,,,,,,,,,
2017-04-01T23:13:21.570251,,,,,,5.964,,,,,5.964
2017-04-01T23:13:21.570260,,2851,,,,,,,,,2851
2017-04-01T23:13:21.570267,,,,,,,,,30.85,,30.85
2017-04-01T23:13:21.570273,,,,,,,,1540,,,1540
2017-04-01T23:13:21.570280,,,,,,,1.47,,,,1.47
2017-04-01T23:13:21.570286,,,1.001,,,,,,,,1.001
2017-04-01T23:13:21.570293,,,,0,,,,,,,0
2017-04-01T23:13:33.977531,8.95,,,,,,,,,,8.95
2017-04-01T23:13:33.977564,,,,,,,,,,,
2017-04-01T23:13:33.977578,,,,,,5.973,,,,,5.973
2017-04-01T23:13:33.977589,,2849,,,,,,,,,2849
2017-04-01T23:13:33.977598,,,,,,,,,30.85,,30.85
2017-04-01T23:13:33.977606,,,,,,,,1538,,,1538
2017-04-01T23:13:33.977615,,,,,,,1.47,,,,1.47
2017-04-01T23:13:33.977623,,,1.001,,,,,,,,1.001
2017-04-01T23:13:33.977631,,,,0,,,,,,,0
2017-04-01T23:13:45.602607,8.98,,,,,,,,,,8.98
2017-04-01T23:13:45.602645,,,,,,,,,,,
2017-04-01T23:13:45.602660,,,,,,5.971,,,,,5.971
2017-04-01T23:13:45.602671,,2851,,,,,,,,,2851
2017-04-01T23:13:45.602799,,,,,,,,,31.1,,31.1
2017-04-01T23:13:45.602809,,,,,,,,1540,,,1540
2017-04-01T23:13:45.602819,,,,,,,1.47,,,,1.47
2017-04-01T23:13:45.602829,,,1.001,,,,,,,,1.001
2017-04-01T23:13:45.602838,,,,0,,,,,,,0
2017-04-01T23:13:57.598965,9.12,,,,,,,,,,9.12
2017-04-01T23:13:57.599000,,,,,,,,,,,
2017-04-01T23:13:57.599014,,,,,,5.964,,,,,5.964
2017-04-01T23:13:57.599024,,2852,,,,,,,,,2852
2017-04-01T23:13:57.599033,,,,,,,,,31.1,,31.1
2017-04-01T23:13:57.599042,,,,,,,,1540,,,1540
2017-04-01T23:13:57.599050,,,,,,,1.47,,,,1.47
2017-04-01T23:13:57.599057,,,1.001,,,,,,,,1.001
2017-04-01T23:13:57.599065,,,,0,,,,,,,0
2017-04-01T23:14:10.105023,9.29,,,,,,,,,,9.29
2017-04-01T23:14:10.105052,,,,,,,,,,,
2017-04-01T23:14:10.105070,,,,,,5.972,,,,,5.972
2017-04-01T23:14:10.105080,,2849,,,,,,,,,2849
2017-04-01T23:14:10.105089,,,,,,,,,31.1,,31.1
2017-04-01T23:14:10.105098,,,,,,,,1538,,,1538
2017-04-01T23:14:10.105106,,,,,,,1.47,,,,1.47
2017-04-01T23:14:10.105114,,,1.001,,,,,,,,1.001
2017-04-01T23:14:10.105122,,,,0,,,,,,,0
2017-04-01T23:14:22.133544,9.39,,,,,,,,,,9.39
2017-04-01T23:14:22.133574,,,,,,,,,,,
2017-04-01T23:14:22.133585,,,,,,5.971,,,,,5.971
2017-04-01T23:14:22.133594,,2851,,,,,,,,,2851
2017-04-01T23:14:22.133601,,,,,,,,,30.85,,30.85
2017-04-01T23:14:22.133609,,,,,,,,1540,,,1540
2017-04-01T23:14:22.133616,,,,,,,1.47,,,,1.47
2017-04-01T23:14:22.133623,,,1.001,,,,,,,,1.001
2017-04-01T23:14:22.133640,,,,0,,,,,,,0
2017-04-01T23:14:33.734632,9.46,,,,,,,,,,9.46
2017-04-01T23:14:33.734660,,,,,,,,,,,
2017-04-01T23:14:33.734673,,,,,,5.968,,,,,5.968
2017-04-01T23:14:33.734681,,2851,,,,,,,,,2851
2017-04-01T23:14:33.734687,,,,,,,,,31.1,,31.1
2017-04-01T23:14:33.734696,,,,,,,,1540,,,1540
2017-04-01T23:14:33.734702,,,,,,,1.47,,,,1.47
2017-04-01T23:14:33.734710,,,1.001,,,,,,,,1.001
2017-04-01T23:14:33.734717,,,,0,,,,,,,0
2017-04-01T23:14:46.140133,9.55,,,,,,,,,,9.55
2017-04-01T23:14:46.140169,,,,,,,,,,,
2017-04-01T23:14:46.140183,,,,,,5.968,,,,,5.968
2017-04-01T23:14:46.140194,,2851,,,,,,,,,2851
2017-04-01T23:14:46.140204,,,,,,,,,31.1,,31.1
2017-04-01T23:14:46.140212,,,,,,,,1539,,,1539
2017-04-01T23:14:46.140220,,,,,,,1.47,,,,1.47
2017-04-01T23:14:46.140228,,,1.001,,,,,,,,1.001
2017-04-01T23:14:46.140235,,,,0,,,,,,,0
2017-04-01T23:14:58.059699,9.6,,,,,,,,,,9.6
2017-04-01T23:14:58.059798,,,,,,,,,,,
2017-04-01T23:14:58.059819,,,,,,5.968,,,,,5.968
2017-04-01T23:14:58.059831,,2852,,,,,,,,,2852
2017-04-01T23:14:58.059841,,,,,,,,,31.1,,31.1
2017-04-01T23:14:58.059850,,,,,,,,1540,,,1540
2017-04-01T23:14:58.059865,,,,,,,1.47,,,,1.47
2017-04-01T23:14:58.059875,,,1.001,,,,,,,,1.001
2017-04-01T23:14:58.059885,,,,0,,,,,,,0
2017-04-01T23:15:09.725025,9.66,,,,,,,,,,9.66
2017-04-01T23:15:09.725059,,,,,,,,,,,
2017-04-01T23:15:09.725071,,,,,,5.962,,,,,5.962
2017-04-01T23:15:09.725078,,2851,,,,,,,,,2851
2017-04-01T23:15:09.725085,,,,,,,,,30.85,,30.85
2017-04-01T23:15:09.725092,,,,,,,,1539,,,1539
2017-04-01T23:15:09.725097,,,,,,,1.47,,,,1.47
2017-04-01T23:15:09.725103,,,1.001,,,,,,,,1.001
2017-04-01T23:15:09.725109,,,,0,,,,,,,0
2017-04-01T23:15:21.713097,9.66,,,,,,,,,,9.66
2017-04-01T23:15:21.713173,,,,,,,,,,,
2017-04-01T23:15:21.713193,,,,,,5.96,,,,,5.96
2017-04-01T23:15:21.713205,,2851,,,,,,,,,2851
2017-04-01T23:15:21.713215,,,,,,,,,31.34,,31.34
2017-04-01T23:15:21.713224,,,,,,,,1540,,,1540
2017-04-01T23:15:21.713358,,,,,,,1.47,,,,1.47
2017-04-01T23:15:21.713371,,,1.001,,,,,,,,1.001
2017-04-01T23:15:21.713380,,,,0,,,,,,,0
2017-04-01T23:15:33.990329,9.7,,,,,,,,,,9.7
2017-04-01T23:15:33.990361,,,,,,,,,,,
2017-04-01T23:15:33.990374,,,,,,5.969,,,,,5.969
2017-04-01T23:15:33.990383,,2851,,,,,,,,,2851
2017-04-01T23:15:33.990392,,,,,,,,,31.1,,31.1
2017-04-01T23:15:33.990399,,,,,,,,1539,,,1539
2017-04-01T23:15:33.990408,,,,,,,1.47,,,,1.47
2017-04-01T23:15:33.990416,,,1.001,,,,,,,,1.001
2017-04-01T23:15:33.990423,,,,0,,,,,,,0
2017-04-01T23:15:45.603632,9.65,,,,,,,,,,9.65
2017-04-01T23:15:45.603667,,,,,,,,,,,
2017-04-01T23:15:45.603680,,,,,,5.961,,,,,5.961
2017-04-01T23:15:45.603691,,2852,,,,,,,,,2852
2017-04-01T23:15:45.603700,,,,,,,,,31.1,,31.1
2017-04-01T23:15:45.603709,,,,,,,,1540,,,1540
2017-04-01T23:15:45.603718,,,,,,,1.47,,,,1.47
2017-04-01T23:15:45.603726,,,1.001,,,,,,,,1.001
2017-04-01T23:15:45.603738,,,,0,,,,,,,0
2017-04-01T23:15:57.527246,9.67,,,,,,,,,,9.67
2017-04-01T23:15:57.527277,,,,,,,,,,,
2017-04-01T23:15:57.527288,,,,,,5.96,,,,,5.96
2017-04-01T23:15:57.527296,,2852,,,,,,,,,2852
2017-04-01T23:15:57.527303,,,,,,,,,31.1,,31.1
2017-04-01T23:15:57.527310,,,,,,,,1540,,,1540
2017-04-01T23:15:57.527317,,,,,,,1.47,,,,1.47
2017-04-01T23:15:57.527323,,,1.001,,,,,,,,1.001
2017-04-01T23:15:57.527329,,,,0,,,,,,,0
2017-04-01T23:16:09.829904,9.74,,,,,,,,,,9.74
2017-04-01T23:16:09.829933,,,,,,,,,,,
2017-04-01T23:16:09.829945,,,,,,5.97,,,,,5.97
2017-04-01T23:16:09.829954,,2852,,,,,,,,,2852
2017-04-01T23:16:09.829962,,,,,,,,,31.1,,31.1
2017-04-01T23:16:09.829970,,,,,,,,1540,,,1540
2017-04-01T23:16:09.829977,,,,,,,1.47,,,,1.47
2017-04-01T23:16:09.829985,,,1.001,,,,,,,,1.001
2017-04-01T23:16:09.829992,,,,0,,,,,,,0
2017-04-01T23:16:21.749041,9.69,,,,,,,,,,9.69
2017-04-01T23:16:21.749070,,,,,,,,,,,
2017-04-01T23:16:21.749082,,,,,,5.962,,,,,5.962
2017-04-01T23:16:21.749092,,2851,,,,,,,,,2851
2017-04-01T23:16:21.749100,,,,,,,,,31.1,,31.1
2017-04-01T23:16:21.749107,,,,,,,,1540,,,1540
2017-04-01T23:16:21.749114,,,,,,,1.47,,,,1.47
2017-04-01T23:16:21.749122,,,1.001,,,,,,,,1.001
2017-04-01T23:16:21.749130,,,,0,,,,,,,0
2017-04-01T23:16:33.350794,9.71,,,,,,,,,,9.71
2017-04-01T23:16:33.350823,,,,,,,,,,,
2017-04-01T23:16:33.350834,,,,,,5.964,,,,,5.964
2017-04-01T23:16:33.350843,,2851,,,,,,,,,2851
2017-04-01T23:16:33.350850,,,,,,,,,31.1,,31.1
2017-04-01T23:16:33.350857,,,,,,,,1539,,,1539
2017-04-01T23:16:33.350863,,,,,,,1.47,,,,1.47
2017-04-01T23:16:33.350870,,,1.001,,,,,,,,1.001
2017-04-01T23:16:33.350876,,,,0,,,,,,,0
2017-04-01T23:16:45.768536,9.7,,,,,,,,,,9.7
2017-04-01T23:16:45.768566,,,,,,,,,,,
2017-04-01T23:16:45.768578,,,,,,5.97,,,,,5.97
2017-04-01T23:16:45.768587,,2849,,,,,,,,,2849
2017-04-01T23:16:45.768595,,,,,,,,,31.1,,31.1
2017-04-01T23:16:45.768603,,,,,,,,1538,,,1538
2017-04-01T23:16:45.768611,,,,,,,1.47,,,,1.47
2017-04-01T23:16:45.768619,,,1.001,,,,,,,,1.001
2017-04-01T23:16:45.768626,,,,0,,,,,,,0
2017-04-01T23:16:57.390472,9.72,,,,,,,,,,9.72
2017-04-01T23:16:57.390509,,,,,,,,,,,
2017-04-01T23:16:57.390527,,,,,,5.969,,,,,5.969
2017-04-01T23:16:57.390537,,2852,,,,,,,,,2852
2017-04-01T23:16:57.390546,,,,,,,,,31.34,,31.34
2017-04-01T23:16:57.390554,,,,,,,,1540,,,1540
2017-04-01T23:16:57.390562,,,,,,,1.47,,,,1.47
2017-04-01T23:16:57.390570,,,1.001,,,,,,,,1.001
2017-04-01T23:16:57.390578,,,,0,,,,,,,0
2017-04-01T23:17:09.406865,9.66,,,,,,,,,,9.66
2017-04-01T23:17:09.406899,,,,,,,,,,,
2017-04-01T23:17:09.406912,,,,,,5.968,,,,,5.968
2017-04-01T23:17:09.406923,,2852,,,,,,,,,2852
2017-04-01T23:17:09.406932,,,,,,,,,30.85,,30.85
2017-04-01T23:17:09.406940,,,,,,,,1540,,,1540
2017-04-01T23:17:09.406948,,,,,,,1.47,,,,1.47
2017-04-01T23:17:09.406957,,,1.001,,,,,,,,1.001
2017-04-01T23:17:09.406964,,,,0,,,,,,,0
2017-04-01T23:17:21.876140,9.76,,,,,,,,,,9.76
2017-04-01T23:17:21.876169,,,,,,,,,,,
2017-04-01T23:17:21.876181,,,,,,5.963,,,,,5.963
2017-04-01T23:17:21.876190,,2851,,,,,,,,,2851
2017-04-01T23:17:21.876198,,,,,,,,,31.1,,31.1
2017-04-01T23:17:21.876206,,,,,,,,1539,,,1539
2017-04-01T23:17:21.876214,,,,,,,1.47,,,,1.47
2017-04-01T23:17:21.876220,,,1.001,,,,,,,,1.001
2017-04-01T23:17:21.876228,,,,0,,,,,,,0
2017-04-01T23:17:33.440696,9.73,,,,,,,,,,9.73
2017-04-01T23:17:33.440727,,,,,,,,,,,
2017-04-01T23:17:33.440737,,,,,,5.968,,,,,5.968
2017-04-01T23:17:33.440745,,2851,,,,,,,,,2851
2017-04-01T23:17:33.440753,,,,,,,,,31.34,,31.34
2017-04-01T23:17:33.440760,,,,,,,,1540,,,1540
2017-04-01T23:17:33.440771,,,,,,,1.47,,,,1.47
2017-04-01T23:17:33.440779,,,1.001,,,,,,,,1.001
2017-04-01T23:17:33.440786,,,,0,,,,,,,0
2017-04-01T23:17:45.875679,9.79,,,,,,,,,,9.79
2017-04-01T23:17:45.875712,,,,,,,,,,,
2017-04-01T23:17:45.875725,,,,,,5.963,,,,,5.963
2017-04-01T23:17:45.875735,,2852,,,,,,,,,2852
2017-04-01T23:17:45.875744,,,,,,,,,31.1,,31.1
2017-04-01T23:17:45.875752,,,,,,,,1540,,,1540
2017-04-01T23:17:45.875760,,,,,,,1.47,,,,1.47
2017-04-01T23:17:45.875768,,,1.001,,,,,,,,1.001
2017-04-01T23:17:45.875776,,,,0,,,,,,,0
2017-04-01T23:17:57.509914,9.73,,,,,,,,,,9.73
2017-04-01T23:17:57.509952,,,,,,,,,,,
2017-04-01T23:17:57.509999,,,,,,5.973,,,,,5.973
2017-04-01T23:17:57.510024,,2851,,,,,,,,,2851
2017-04-01T23:17:57.510036,,,,,,,,,31.1,,31.1
2017-04-01T23:17:57.510046,,,,,,,,1539,,,1539
2017-04-01T23:17:57.510055,,,,,,,1.47,,,,1.47
2017-04-01T23:17:57.510063,,,1.001,,,,,,,,1.001
2017-04-01T23:17:57.510073,,,,0,,,,,,,0
2017-04-01T23:18:09.867266,9.71,,,,,,,,,,9.71
2017-04-01T23:18:09.867299,,,,,,,,,,,
2017-04-01T23:18:09.867312,,,,,,5.965,,,,,5.965
2017-04-01T23:18:09.867322,,2852,,,,,,,,,2852
2017-04-01T23:18:09.867331,,,,,,,,,30.85,,30.85
2017-04-01T23:18:09.867339,,,,,,,,1540,,,1540
2017-04-01T23:18:09.867348,,,,,,,1.47,,,,1.47
2017-04-01T23:18:09.867357,,,1.001,,,,,,,,1.001
2017-04-01T23:18:09.867365,,,,0,,,,,,,0
2017-04-01T23:18:21.401297,9.72,,,,,,,,,,9.72
2017-04-01T23:18:21.401373,,,,,,,,,,,
2017-04-01T23:18:21.401386,,,,,,5.965,,,,,5.965
2017-04-01T23:18:21.401394,,2852,,,,,,,,,2852
2017-04-01T23:18:21.401401,,,,,,,,,30.85,,30.85
2017-04-01T23:18:21.401408,,,,,,,,1540,,,1540
2017-04-01T23:18:21.401416,,,,,,,1.47,,,,1.47
2017-04-01T23:18:21.401423,,,1.001,,,,,,,,1.001
2017-04-01T23:18:21.401429,,,,0,,,,,,,0
2017-04-01T23:18:33.745837,9.71,,,,,,,,,,9.71
2017-04-01T23:18:33.745871,,,,,,,,,,,
2017-04-01T23:18:33.745883,,,,,,5.971,,,,,5.971
2017-04-01T23:18:33.745893,,2849,,,,,,,,,2849
2017-04-01T23:18:33.745901,,,,,,,,,31.1,,31.1
2017-04-01T23:18:33.745909,,,,,,,,1538,,,1538
2017-04-01T23:18:33.745916,,,,,,,1.47,,,,1.47
2017-04-01T23:18:33.745924,,,1.001,,,,,,,,1.001
2017-04-01T23:18:33.745931,,,,0,,,,,,,0
2017-04-01T23:18:45.371616,9.66,,,,,,,,,,9.66
2017-04-01T23:18:45.371650,,,,,,,,,,,
2017-04-01T23:18:45.371663,,,,,,5.975,,,,,5.975
2017-04-01T23:18:45.371672,,2851,,,,,,,,,2851
2017-04-01T23:18:45.371681,,,,,,,,,30.85,,30.85
2017-04-01T23:18:45.371689,,,,,,,,1540,,,1540
2017-04-01T23:18:45.371697,,,,,,,1.47,,,,1.47
2017-04-01T23:18:45.371705,,,1.001,,,,,,,,1.001
2017-04-01T23:18:45.371712,,,,0,,,,,,,0
2017-04-01T23:18:57.714213,9.74,,,,,,,,,,9.74
2017-04-01T23:18:57.714244,,,,,,,,,,,
2017-04-01T23:18:57.714258,,,,,,5.965,,,,,5.965
2017-04-01T23:18:57.714268,,2852,,,,,,,,,2852
2017-04-01T23:18:57.714277,,,,,,,,,31.1,,31.1
2017-04-01T23:18:57.714286,,,,,,,,1540,,,1540
2017-04-01T23:18:57.714295,,,,,,,1.47,,,,1.47
2017-04-01T23:18:57.714303,,,1.001,,,,,,,,1.001
2017-04-01T23:18:57.714312,,,,0,,,,,,,0
2017-04-01T23:19:09.299904,9.74,,,,,,,,,,9.74
2017-04-01T23:19:09.299941,,,,,,,,,,,
2017-04-01T23:19:09.299954,,,,,,5.975,,,,,5.975
2017-04-01T23:19:09.299964,,2851,,,,,,,,,2851
2017-04-01T23:19:09.299973,,,,,,,,,31.1,,31.1
2017-04-01T23:19:09.299981,,,,,,,,1539,,,1539
2017-04-01T23:19:09.299989,,,,,,,1.47,,,,1.47
2017-04-01T23:19:09.300000,,,1.001,,,,,,,,1.001
2017-04-01T23:19:09.300009,,,,0,,,,,,,0
2017-04-01T23:19:21.652783,9.75,,,,,,,,,,9.75
2017-04-01T23:19:21.652815,,,,,,,,,,,
2017-04-01T23:19:21.652829,,,,,,5.973,,,,,5.973
2017-04-01T23:19:21.652839,,2852,,,,,,,,,2852
2017-04-01T23:19:21.652849,,,,,,,,,31.1,,31.1
2017-04-01T23:19:21.652857,,,,,,,,1540,,,1540
2017-04-01T23:19:21.652866,,,,,,,1.47,,,,1.47
2017-04-01T23:19:21.652875,,,1.001,,,,,,,,1.001
2017-04-01T23:19:21.652884,,,,0,,,,,,,0
2017-04-01T23:19:33.576033,9.77,,,,,,,,,,9.77
2017-04-01T23:19:33.576064,,,,,,,,,,,
2017-04-01T23:19:33.576076,,,,,,5.964,,,,,5.964
2017-04-01T23:19:33.576085,,2851,,,,,,,,,2851
2017-04-01T23:19:33.576093,,,,,,,,,31.1,,31.1
2017-04-01T23:19:33.576101,,,,,,,,1540,,,1540
2017-04-01T23:19:33.576109,,,,,,,1.47,,,,1.47
2017-04-01T23:19:33.576116,,,1.001,,,,,,,,1.001
2017-04-01T23:19:33.576125,,,,0,,,,,,,0
2017-04-01T23:19:45.282080,9.77,,,,,,,,,,9.77
2017-04-01T23:19:45.282109,,,,,,,,,,,
2017-04-01T23:19:45.282120,,,,,,5.969,,,,,5.969
2017-04-01T23:19:45.282127,,2850,,,,,,,,,2850
2017-04-01T23:19:45.282136,,,,,,,,,30.85,,30.85
2017-04-01T23:19:45.282143,,,,,,,,1539,,,1539
2017-04-01T23:19:45.282150,,,,,,,1.47,,,,1.47
2017-04-01T23:19:45.282157,,,1.001,,,,,,,,1.001
2017-04-01T23:19:45.282164,,,,0,,,,,,,0
2017-04-01T23:19:57.194402,9.72,,,,,,,,,,9.72
2017-04-01T23:19:57.194432,,,,,,,,,,,
2017-04-01T23:19:57.194470,,,,,,5.969,,,,,5.969
2017-04-01T23:19:57.194484,,2852,,,,,,,,,2852
2017-04-01T23:19:57.194493,,,,,,,,,30.85,,30.85
2017-04-01T23:19:57.194499,,,,,,,,1540,,,1540
2017-04-01T23:19:57.194506,,,,,,,1.47,,,,1.47
2017-04-01T23:19:57.194512,,,1.001,,,,,,,,1.001
2017-04-01T23:19:57.194519,,,,0,,,,,,,0
2017-04-01T23:20:09.487295,9.74,,,,,,,,,,9.74
2017-04-01T23:20:09.487324,,,,,,,,,,,
2017-04-01T23:20:09.487336,,,,,,5.976,,,,,5.976
2017-04-01T23:20:09.487346,,2851,,,,,,,,,2851
2017-04-01T23:20:09.487354,,,,,,,,,30.85,,30.85
2017-04-01T23:20:09.487362,,,,,,,,1539,,,1539
2017-04-01T23:20:09.487370,,,,,,,1.47,,,,1.47
2017-04-01T23:20:09.487377,,,1.001,,,,,,,,1.001
2017-04-01T23:20:09.487384,,,,0,,,,,,,0
2017-04-01T23:20:21.020065,9.76,,,,,,,,,,9.76
2017-04-01T23:20:21.020092,,,,,,,,,,,
2017-04-01T23:20:21.020102,,,,,,5.964,,,,,5.964
2017-04-01T23:20:21.020110,,2847,,,,,,,,,2847
2017-04-01T23:20:21.020117,,,,,,,,,31.1,,31.1
2017-04-01T23:20:21.020123,,,,,,,,1537,,,1537
2017-04-01T23:20:21.020130,,,,,,,1.47,,,,1.47
2017-04-01T23:20:21.020136,,,1.001,,,,,,,,1.001
2017-04-01T23:20:21.020142,,,,0,,,,,,,0
2017-04-01T23:20:33.386801,9.79,,,,,,,,,,9.79
2017-04-01T23:20:33.386831,,,,,,,,,,,
2017-04-01T23:20:33.386843,,,,,,5.962,,,,,5.962
2017-04-01T23:20:33.386853,,2852,,,,,,,,,2852
2017-04-01T23:20:33.386861,,,,,,,,,31.1,,31.1
2017-04-01T23:20:33.386869,,,,,,,,1540,,,1540
2017-04-01T23:20:33.386876,,,,,,,1.47,,,,1.47
2017-04-01T23:20:33.386885,,,1.001,,,,,,,,1.001
2017-04-01T23:20:33.386893,,,,0,,,,,,,0
2017-04-01T23:20:45.427505,9.78,,,,,,,,,,9.78
2017-04-01T23:20:45.427542,,,,,,,,,,,
2017-04-01T23:20:45.427556,,,,,,5.964,,,,,5.964
2017-04-01T23:20:45.427566,,2852,,,,,,,,,2852
2017-04-01T23:20:45.427574,,,,,,,,,31.1,,31.1
2017-04-01T23:20:45.427583,,,,,,,,1540,,,1540
2017-04-01T23:20:45.427591,,,,,,,1.47,,,,1.47
2017-04-01T23:20:45.427599,,,1.001,,,,,,,,1.001
2017-04-01T23:20:45.427607,,,,0,,,,,,,0
2017-04-01T23:20:57.065296,9.76,,,,,,,,,,9.76
2017-04-01T23:20:57.065326,,,,,,,,,,,
2017-04-01T23:20:57.065338,,,,,,5.97,,,,,5.97
2017-04-01T23:20:57.065347,,2846,,,,,,,,,2846
2017-04-01T23:20:57.065355,,,,,,,,,31.1,,31.1
2017-04-01T23:20:57.065362,,,,,,,,1537,,,1537
2017-04-01T23:20:57.065370,,,,,,,1.47,,,,1.47
2017-04-01T23:20:57.065376,,,1.001,,,,,,,,1.001
2017-04-01T23:20:57.065383,,,,0,,,,,,,0
2017-04-01T23:21:09.424740,9.76,,,,,,,,,,9.76
2017-04-01T23:21:09.424769,,,,,,,,,,,
2017-04-01T23:21:09.424781,,,,,,5.973,,,,,5.973
2017-04-01T23:21:09.424791,,2851,,,,,,,,,2851
2017-04-01T23:21:09.424802,,,,,,,,,31.1,,31.1
2017-04-01T23:21:09.424811,,,,,,,,1540,,,1540
2017-04-01T23:21:09.424819,,,,,,,1.47,,,,1.47
2017-04-01T23:21:09.424827,,,1.001,,,,,,,,1.001
2017-04-01T23:21:09.424835,,,,0,,,,,,,0
2017-04-01T23:21:21.565039,9.75,,,,,,,,,,9.75
2017-04-01T23:21:21.565070,,,,,,,,,,,
2017-04-01T23:21:21.565080,,,,,,5.971,,,,,5.971
2017-04-01T23:21:21.565087,,2851,,,,,,,,,2851
2017-04-01T23:21:21.565094,,,,,,,,,31.1,,31.1
2017-04-01T23:21:21.565099,,,,,,,,1539,,,1539
2017-04-01T23:21:21.565110,,,,,,,1.47,,,,1.47
2017-04-01T23:21:21.565117,,,1.001,,,,,,,,1.001
2017-04-01T23:21:21.565123,,,,0,,,,,,,0
2017-04-01T23:21:33.936713,9.78,,,,,,,,,,9.78
2017-04-01T23:21:33.936750,,,,,,,,,,,
2017-04-01T23:21:33.936764,,,,,,5.969,,,,,5.969
2017-04-01T23:21:33.936775,,2851,,,,,,,,,2851
2017-04-01T23:21:33.936787,,,,,,,,,31.1,,31.1
2017-04-01T23:21:33.936796,,,,,,,,1539,,,1539
2017-04-01T23:21:33.936804,,,,,,,1.47,,,,1.47
